,school,sex,age,address,fa2ize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,fa2up,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,Final Grade
234,1,M,16,Urban,Less or Equal to 3,Living Together,1,1,other,other,home,mother,15 Minutes to 30 Minutes to An Hour0 Minutes,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,no,Good,High,2,1,1,Very Good,18,9,7,6,Fail
235,1,M,16,Urban,Greater than 3,Living Together,3,2,at_home,other,reputation,mother,15 Minutes to 30 Minutes to An Hour0 Minutes,5 to 10 hours,0,no,no,no,yes,yes,yes,yes,yes,Excellent,Moderate,3,1,3,Bad,10,11,9,10,Pass
236,1,M,17,Urban,Less or Equal to 3,Living Together,2,2,other,other,home,father,Less than 15 Minutes,2 to 5 hours,0,no,no,yes,yes,no,yes,yes,yes,Very Good,High,2,5,5,Good,4,14,13,13,Pass
237,1,F,16,Urban,Greater than 3,Living Together,2,1,other,other,home,mother,Less than 15 Minutes,Less than 2 to 5 hours hours,0,no,no,no,no,yes,yes,yes,yes,Very Good,Very High,2,1,1,Very Good,20,13,12,12,Pass
238,1,F,17,Rural,Greater than 3,Living Together,2,1,at_home,services,course,mother,30 Minutes to An Hour,2 to 5 hours,0,no,no,no,yes,yes,yes,no,no,Bad,Very Low,1,1,1,Fair,2,13,11,11,Pass
239,1,M,18,Urban,Greater than 3,Living Together,2,2,other,services,reputation,father,Less than 15 Minutes,2 to 5 hours,1,no,no,no,no,yes,no,yes,no,Excellent,Very High,4,3,5,Bad,0,7,7,0,Fail
240,1,M,17,Urban,Less or Equal to 3,Living Together,4,3,health,other,course,mother,15 Minutes to 30 Minutes to An Hour0 Minutes,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,yes,Bad,Very High,5,1,4,Very Good,14,12,12,12,Pass
241,1,M,17,Rural,Less or Equal to 3,Apart,4,4,teacher,other,course,mother,15 Minutes to 30 Minutes to An Hour0 Minutes,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,no,Good,Moderate,3,2,3,Good,2,10,11,12,Pass
242,1,M,16,Urban,Less or Equal to 3,Living Together,4,3,teacher,other,course,mother,Less than 15 Minutes,Less than 2 to 5 hours hours,0,no,no,no,yes,no,yes,yes,no,Excellent,High,5,1,1,Fair,0,6,0,0,Fail
243,1,M,16,Urban,Greater than 3,Living Together,4,4,services,services,course,mother,Less than 15 Minutes,Less than 2 to 5 hours hours,0,no,no,no,yes,yes,yes,yes,no,Excellent,Moderate,2,1,2,Very Good,0,13,12,12,Pass
244,1,F,18,Urban,Greater than 3,Living Together,2,1,other,other,course,other,15 Minutes to 30 Minutes to An Hour0 Minutes,5 to 10 hours,0,no,yes,yes,no,no,yes,yes,yes,Very Good,High,4,1,1,Fair,0,7,0,0,Fail
245,1,M,16,Urban,Greater than 3,Living Together,2,1,other,other,course,mother,30 Minutes to An Hour,Less than 2 to 5 hours hours,0,no,no,no,no,yes,yes,yes,no,Very Good,Moderate,3,1,1,Good,6,18,18,18,Pass
246,1,M,17,Urban,Greater than 3,Living Together,2,3,other,other,course,father,15 Minutes to 30 Minutes to An Hour0 Minutes,Less than 2 to 5 hours hours,0,no,no,no,no,yes,yes,yes,no,Excellent,Low,2,1,1,Bad,4,12,12,13,Pass
247,1,M,22,Urban,Greater than 3,Living Together,3,1,services,services,other,mother,Less than 15 Minutes,Less than 2 to 5 hours hours,3,no,no,no,no,no,no,yes,yes,Excellent,High,5,5,5,Very Bad,16,6,8,8,Fail
248,1,M,18,Rural,Less or Equal to 3,Living Together,3,3,other,services,course,mother,Less than 15 Minutes,2 to 5 hours,1,no,yes,no,no,yes,yes,yes,yes,Very Good,Moderate,3,1,3,Very Good,8,3,5,5,Fail
249,1,M,16,Urban,Greater than 3,Living Together,0,2,other,other,other,mother,Less than 15 Minutes,Less than 2 to 5 hours hours,0,no,no,yes,no,no,yes,yes,no,Very Good,Moderate,2,2,4,Very Good,0,13,15,15,Pass
250,1,M,18,Urban,Greater than 3,Living Together,3,2,services,other,course,mother,15 Minutes to 30 Minutes to An Hour0 Minutes,Less than 2 to 5 hours hours,1,no,no,no,no,yes,no,yes,no,Very Good,High,5,2,4,Very Good,0,6,8,8,Fail
251,1,M,16,Urban,Greater than 3,Living Together,3,3,at_home,other,reputation,other,30 Minutes to An Hour,2 to 5 hours,0,yes,yes,no,no,no,yes,yes,no,Excellent,Moderate,3,1,3,Bad,6,7,10,10,Pass
252,1,M,18,Urban,Greater than 3,Living Together,2,1,services,services,other,mother,Less than 15 Minutes,Less than 2 to 5 hours hours,1,no,no,no,no,no,no,yes,no,Good,Low,5,2,5,Very Good,4,6,9,8,Fail
253,1,M,16,Rural,Greater than 3,Living Together,2,1,other,other,course,mother,15 Minutes to 30 Minutes to An Hour0 Minutes,Less than 2 to 5 hours hours,0,no,no,no,yes,no,yes,no,no,Good,Moderate,2,1,3,Fair,0,8,9,8,Fail
254,1,M,17,Rural,Greater than 3,Living Together,2,1,other,other,course,mother,Less than 15 Minutes,Less than 2 to 5 hours hours,0,no,no,no,no,no,yes,yes,no,Very Good,High,2,2,4,Very Good,0,8,12,12,Pass
255,1,M,17,Urban,Less or Equal to 3,Living Together,1,1,health,other,course,mother,15 Minutes to 30 Minutes to An Hour0 Minutes,Less than 2 to 5 hours hours,1,no,yes,no,yes,yes,yes,yes,no,Very Good,High,4,1,2,Very Good,2,7,9,8,Fail
256,1,F,17,Urban,Less or Equal to 3,Living Together,4,2,teacher,services,reputation,mother,Less than 15 Minutes,More than 10 hours,0,no,yes,yes,yes,yes,yes,yes,no,Very Good,Low,3,1,1,Good,6,14,12,13,Pass
257,1,M,19,Urban,Less or Equal to 3,Apart,4,3,services,at_home,reputation,mother,Less than 15 Minutes,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,no,Very Good,Moderate,1,1,1,Very Bad,12,11,11,11,Pass
258,1,M,18,Urban,Greater than 3,Living Together,2,1,other,other,home,mother,Less than 15 Minutes,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,no,Excellent,Low,4,1,2,Good,8,15,14,14,Pass
259,1,F,17,Urban,Less or Equal to 3,Living Together,2,2,services,services,course,father,Less than 15 Minutes,More than 10 hours,0,no,no,yes,yes,yes,yes,yes,yes,Good,High,1,1,1,Bad,0,10,9,0,Fail
260,1,F,18,Urban,Greater than 3,Living Together,4,3,services,other,home,father,Less than 15 Minutes,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,yes,Good,Very Low,2,1,3,Bad,21,17,18,18,Pass
261,1,M,18,Urban,Greater than 3,Living Together,4,3,teacher,other,course,mother,Less than 15 Minutes,2 to 5 hours,0,no,yes,yes,no,no,yes,yes,no,Very Good,Moderate,2,1,1,Fair,2,8,8,8,Fail
262,1,M,18,Rural,Greater than 3,Living Together,3,2,other,other,course,mother,Less than 15 Minutes,5 to 10 hours,0,no,no,no,yes,no,yes,no,no,Excellent,Moderate,2,1,1,Fair,1,13,12,12,Pass
263,1,F,17,Urban,Greater than 3,Living Together,3,3,other,other,home,mother,Less than 15 Minutes,5 to 10 hours,0,no,no,no,yes,no,yes,no,no,Good,Low,3,1,1,Good,4,10,9,9,Fail
264,1,F,18,Urban,Greater than 3,Living Together,2,2,at_home,services,home,mother,Less than 15 Minutes,5 to 10 hours,0,no,yes,yes,yes,yes,yes,yes,yes,Very Good,Moderate,3,1,1,Fair,0,9,10,0,Fail
265,1,M,18,Rural,Less or Equal to 3,Apart,3,4,other,other,reputation,mother,15 Minutes to 30 Minutes to An Hour0 Minutes,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,no,Very Good,Low,5,3,4,Very Bad,13,17,17,17,Pass
266,1,M,17,Urban,Greater than 3,Living Together,3,1,services,other,other,mother,Less than 15 Minutes,2 to 5 hours,0,no,no,yes,yes,yes,yes,yes,yes,Excellent,High,4,3,4,Very Good,2,9,9,10,Pass
267,1,F,18,Rural,Greater than 3,Living Together,4,4,teacher,other,reputation,mother,15 Minutes to 30 Minutes to An Hour0 Minutes,2 to 5 hours,0,no,no,yes,yes,yes,yes,yes,no,Very Good,Moderate,4,2,2,Good,8,12,10,11,Pass
268,1,M,18,Urban,Greater than 3,Living Together,4,2,health,other,reputation,father,Less than 15 Minutes,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,yes,Excellent,High,5,1,3,Very Good,10,10,9,10,Pass
269,1,F,18,Rural,Greater than 3,Living Together,2,1,other,other,reputation,mother,15 Minutes to 30 Minutes to An Hour0 Minutes,2 to 5 hours,0,no,yes,no,no,yes,no,yes,yes,Very Good,Moderate,5,1,2,Fair,0,6,0,0,Fail
270,1,F,19,Urban,Greater than 3,Living Together,3,3,other,services,home,other,Less than 15 Minutes,2 to 5 hours,2,no,yes,yes,yes,yes,yes,yes,no,Very Good,Moderate,5,3,3,Very Good,15,9,9,9,Fail
271,1,F,18,Urban,Greater than 3,Living Together,2,3,other,services,reputation,father,Less than 15 Minutes,More than 10 hours,0,no,yes,yes,yes,yes,yes,yes,yes,Very Good,Very High,5,1,3,Bad,4,15,14,14,Pass
272,1,F,18,Urban,Less or Equal to 3,Living Together,1,1,other,other,home,mother,15 Minutes to 30 Minutes to An Hour0 Minutes,2 to 5 hours,0,no,yes,yes,no,no,yes,no,no,Very Good,High,3,1,1,Fair,2,11,11,11,Pass
273,1,M,17,Rural,Greater than 3,Living Together,1,2,at_home,at_home,home,mother,Less than 15 Minutes,2 to 5 hours,0,no,yes,yes,yes,no,yes,no,yes,Good,Very High,2,2,2,Very Bad,2,15,14,14,Pass
274,1,F,17,Urban,Greater than 3,Living Together,2,4,at_home,health,reputation,mother,15 Minutes to 30 Minutes to An Hour0 Minutes,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,yes,Very Good,Moderate,3,1,1,Very Bad,2,10,10,10,Pass
275,1,F,17,Urban,Less or Equal to 3,Living Together,2,2,services,other,course,mother,15 Minutes to 30 Minutes to An Hour0 Minutes,2 to 5 hours,0,yes,yes,yes,no,yes,yes,yes,yes,Very Good,High,4,2,3,Very Good,6,12,12,12,Pass
276,1,F,18,Rural,Greater than 3,Apart,3,2,other,services,home,mother,15 Minutes to 30 Minutes to An Hour0 Minutes,2 to 5 hours,0,no,no,no,no,no,no,yes,yes,Very Good,Very Low,1,1,1,Very Good,75,10,9,9,Fail
277,1,M,18,Urban,Greater than 3,Living Together,4,4,teacher,services,home,mother,15 Minutes to 30 Minutes to An Hour0 Minutes,Less than 2 to 5 hours hours,0,no,no,yes,yes,yes,yes,yes,no,Good,Low,4,1,4,Fair,22,9,9,9,Fail
278,1,F,18,Urban,Greater than 3,Living Together,4,4,health,health,reputation,father,Less than 15 Minutes,2 to 5 hours,1,yes,yes,no,yes,yes,yes,yes,yes,Bad,High,4,1,1,Good,15,9,8,8,Fail
279,1,M,18,Urban,Less or Equal to 3,Living Together,4,3,teacher,services,course,mother,15 Minutes to 30 Minutes to An Hour0 Minutes,Less than 2 to 5 hours hours,0,no,no,yes,yes,yes,yes,yes,no,Very Good,Low,3,1,2,Very Bad,8,10,11,10,Pass
280,1,M,17,Urban,Less or Equal to 3,Apart,4,1,services,other,home,mother,15 Minutes to 30 Minutes to An Hour0 Minutes,Less than 2 to 5 hours hours,0,no,no,yes,yes,yes,yes,yes,yes,Very Good,Very High,4,2,4,Very Good,30,8,8,8,Fail
281,1,M,17,Urban,Less or Equal to 3,Apart,3,2,teacher,services,home,mother,Less than 15 Minutes,Less than 2 to 5 hours hours,1,no,no,no,no,yes,yes,yes,no,Very Good,High,4,3,4,Fair,19,11,9,10,Pass
282,1,F,18,Rural,Less or Equal to 3,Living Together,1,1,at_home,other,reputation,mother,15 Minutes to 30 Minutes to An Hour0 Minutes,More than 10 hours,0,no,yes,yes,yes,yes,yes,no,no,Excellent,Low,2,1,1,Fair,1,12,12,12,Pass
283,1,F,18,Urban,Greater than 3,Living Together,1,1,other,other,home,mother,15 Minutes to 30 Minutes to An Hour0 Minutes,2 to 5 hours,0,yes,no,no,yes,yes,yes,yes,no,Excellent,High,4,1,1,Good,4,8,9,10,Pass
284,1,F,17,Urban,Greater than 3,Living Together,2,2,other,other,course,mother,Less than 15 Minutes,2 to 5 hours,0,no,yes,no,no,no,yes,yes,no,Excellent,High,5,1,2,Very Good,4,10,9,11,Pass
285,1,M,17,Urban,Greater than 3,Living Together,1,1,other,other,reputation,father,Less than 15 Minutes,2 to 5 hours,0,no,no,yes,no,no,yes,yes,no,Very Good,Moderate,3,1,2,Good,2,12,10,11,Pass
286,1,F,18,Urban,Greater than 3,Living Together,2,2,at_home,at_home,other,mother,Less than 15 Minutes,5 to 10 hours,0,no,yes,yes,no,yes,yes,yes,no,Very Good,Moderate,3,1,2,Bad,5,18,18,19,Pass
287,1,F,17,Urban,Greater than 3,Living Together,1,1,services,teacher,reputation,mother,Less than 15 Minutes,5 to 10 hours,0,no,yes,yes,no,yes,yes,yes,no,Very Good,Moderate,3,1,1,Fair,6,13,12,12,Pass
288,1,M,18,Urban,Greater than 3,Living Together,2,1,services,services,reputation,mother,Less than 15 Minutes,5 to 10 hours,0,no,no,yes,yes,yes,yes,yes,no,Very Good,Low,4,1,3,Bad,6,15,14,14,Pass
289,1,M,18,Urban,Less or Equal to 3,Apart,4,4,teacher,teacher,reputation,mother,Less than 15 Minutes,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,no,Excellent,High,3,1,1,Bad,9,15,13,15,Pass
290,1,M,18,Urban,Greater than 3,Living Together,4,2,teacher,other,home,mother,Less than 15 Minutes,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,yes,Very Good,Moderate,2,1,4,Very Good,11,12,11,11,Pass
291,1,F,17,Urban,Greater than 3,Living Together,4,3,health,services,reputation,mother,Less than 15 Minutes,5 to 10 hours,0,no,yes,yes,no,yes,yes,yes,no,Very Good,Low,2,1,2,Fair,0,15,15,15,Pass
292,1,F,18,Urban,Less or Equal to 3,Living Together,2,1,services,at_home,reputation,mother,Less than 15 Minutes,2 to 5 hours,1,no,no,no,no,yes,yes,yes,yes,Excellent,High,3,1,1,Very Good,12,12,12,13,Pass
293,1,F,17,Rural,Less or Equal to 3,Living Together,3,1,services,other,reputation,mother,15 Minutes to 30 Minutes to An Hour0 Minutes,More than 10 hours,0,no,yes,yes,no,yes,yes,no,no,Good,Very Low,2,1,1,Fair,6,18,18,18,Pass
294,1,M,18,Rural,Less or Equal to 3,Living Together,3,2,services,other,reputation,mother,15 Minutes to 30 Minutes to An Hour0 Minutes,5 to 10 hours,0,no,yes,yes,yes,yes,yes,yes,no,Excellent,High,2,1,1,Good,8,14,13,14,Pass
295,1,M,17,Urban,Greater than 3,Living Together,3,3,health,other,home,mother,Less than 15 Minutes,Less than 2 to 5 hours hours,0,no,yes,yes,no,yes,yes,yes,no,Very Good,High,3,1,3,Very Good,4,14,12,11,Pass
296,1,F,19,Urban,Greater than 3,Living Together,4,4,health,other,reputation,other,15 Minutes to 30 Minutes to An Hour0 Minutes,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,no,Bad,Moderate,4,2,3,Bad,0,10,9,0,Fail
297,1,F,18,Urban,Less or Equal to 3,Living Together,4,3,other,other,home,other,15 Minutes to 30 Minutes to An Hour0 Minutes,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,yes,Very Good,High,5,1,2,Bad,10,10,8,8,Fail
298,1,F,18,Urban,Greater than 3,Living Together,4,3,other,other,reputation,father,Less than 15 Minutes,More than 10 hours,0,no,yes,yes,no,yes,yes,yes,no,Very Good,Moderate,3,1,1,Fair,0,14,13,14,Pass
299,1,M,18,Urban,Less or Equal to 3,Living Together,4,4,teacher,teacher,home,mother,Less than 15 Minutes,Less than 2 to 5 hours hours,0,no,yes,yes,no,yes,yes,yes,yes,Very Bad,High,2,2,2,Very Bad,5,16,15,16,Pass
300,1,F,18,Urban,Less or Equal to 3,Apart,4,4,health,other,home,mother,Less than 15 Minutes,2 to 5 hours,0,no,yes,no,no,yes,yes,yes,yes,Very Good,Low,4,1,1,Good,14,12,10,11,Pass
301,1,M,17,Urban,Less or Equal to 3,Living Together,4,4,other,teacher,home,father,15 Minutes to 30 Minutes to An Hour0 Minutes,Less than 2 to 5 hours hours,0,no,no,yes,no,yes,yes,yes,no,Very Good,Very Low,1,2,2,Very Good,0,11,11,10,Pass
302,1,F,17,Urban,Greater than 3,Living Together,4,2,other,other,reputation,mother,15 Minutes to 30 Minutes to An Hour0 Minutes,5 to 10 hours,0,no,yes,yes,no,yes,yes,yes,no,Very Good,Moderate,3,1,1,Fair,0,15,12,14,Pass
303,1,F,17,Urban,Greater than 3,Living Together,3,2,health,health,reputation,father,Less than 15 Minutes,More than 10 hours,0,no,yes,yes,yes,no,yes,yes,no,Excellent,Low,2,1,2,Very Good,0,17,17,18,Pass
304,1,M,19,Urban,Greater than 3,Living Together,3,3,other,other,home,other,Less than 15 Minutes,2 to 5 hours,1,no,yes,no,yes,yes,yes,yes,yes,Very Good,High,4,1,1,Fair,20,15,14,13,Pass
305,1,F,18,Urban,Greater than 3,Living Together,2,4,services,at_home,reputation,other,Less than 15 Minutes,2 to 5 hours,1,no,yes,yes,yes,yes,yes,yes,no,Very Good,High,3,1,1,Fair,8,14,12,12,Pass
306,1,M,20,Urban,Greater than 3,Apart,3,2,services,other,course,other,Less than 15 Minutes,Less than 2 to 5 hours hours,0,no,no,no,yes,yes,yes,no,no,Excellent,Very High,3,1,1,Very Good,0,17,18,18,Pass
307,1,M,19,Urban,Greater than 3,Living Together,4,4,teacher,services,reputation,other,15 Minutes to 30 Minutes to An Hour0 Minutes,Less than 2 to 5 hours hours,1,no,yes,yes,no,yes,yes,yes,yes,Very Good,Moderate,4,1,1,Good,38,8,9,8,Fail
308,1,M,19,Rural,Greater than 3,Living Together,3,3,other,services,reputation,father,Less than 15 Minutes,2 to 5 hours,1,no,no,no,yes,yes,yes,no,yes,Very Good,Very High,3,1,2,Very Good,0,15,12,12,Pass
309,1,F,19,Urban,Less or Equal to 3,Living Together,1,1,at_home,other,reputation,other,Less than 15 Minutes,2 to 5 hours,1,yes,yes,no,yes,no,yes,yes,no,Very Good,High,3,1,3,Fair,18,12,10,10,Pass
310,1,F,19,Urban,Less or Equal to 3,Living Together,1,2,services,services,home,other,Less than 15 Minutes,2 to 5 hours,1,no,no,no,yes,no,yes,no,yes,Very Good,Low,4,2,2,Fair,0,9,9,0,Fail
311,1,F,19,Urban,Greater than 3,Living Together,2,1,at_home,other,other,other,30 Minutes to An Hour,2 to 5 hours,0,no,yes,no,no,yes,no,yes,yes,Good,High,1,1,1,Bad,20,14,12,13,Pass
312,1,M,19,Urban,Greater than 3,Living Together,1,2,other,services,course,other,Less than 15 Minutes,2 to 5 hours,1,no,no,no,no,no,yes,yes,no,Very Good,Very High,2,2,2,Good,3,13,11,11,Pass
313,1,F,19,Urban,Less or Equal to 3,Living Together,3,2,services,other,reputation,other,15 Minutes to 30 Minutes to An Hour0 Minutes,2 to 5 hours,1,no,yes,yes,no,no,yes,yes,yes,Very Good,Low,2,1,2,Very Bad,22,13,10,11,Pass
314,1,F,19,Urban,Greater than 3,Living Together,1,1,at_home,health,home,other,Less than 15 Minutes,5 to 10 hours,2,no,no,no,no,no,yes,yes,yes,Very Good,Very Low,2,1,1,Fair,14,15,13,13,Pass
315,1,F,19,Rural,Greater than 3,Living Together,2,3,other,other,reputation,other,Less than 15 Minutes,5 to 10 hours,1,no,no,no,no,yes,yes,yes,yes,Very Good,Very Low,2,1,1,Fair,40,13,11,11,Pass
316,1,F,18,Urban,Greater than 3,Living Together,2,1,services,other,course,mother,15 Minutes to 30 Minutes to An Hour0 Minutes,2 to 5 hours,0,no,yes,yes,yes,yes,yes,yes,no,Excellent,Moderate,3,1,2,Very Bad,0,8,8,0,Fail
317,1,F,18,Urban,Greater than 3,Living Together,4,3,other,other,course,mother,Less than 15 Minutes,5 to 10 hours,0,no,yes,yes,yes,yes,yes,yes,yes,Very Good,Moderate,4,1,1,Very Good,9,9,10,9,Fail
318,1,F,17,Rural,Greater than 3,Living Together,3,4,at_home,services,course,father,Less than 15 Minutes,5 to 10 hours,0,no,yes,yes,yes,no,yes,yes,no,Very Good,Moderate,4,2,5,Very Good,0,11,11,10,Pass
319,1,F,18,Urban,Greater than 3,Living Together,4,4,teacher,other,course,mother,Less than 15 Minutes,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,no,Very Good,High,4,3,3,Very Good,2,11,11,11,Pass
320,1,F,17,Urban,Greater than 3,Apart,4,3,services,services,course,mother,Less than 15 Minutes,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,yes,Excellent,Low,2,1,2,Very Good,23,13,13,13,Pass
321,1,F,17,Urban,Greater than 3,Living Together,2,2,other,other,course,mother,Less than 15 Minutes,2 to 5 hours,0,no,yes,no,no,yes,yes,no,yes,Very Good,Low,2,1,1,Fair,12,11,9,9,Fail
322,1,F,17,Rural,Less or Equal to 3,Living Together,2,2,services,services,course,mother,Less than 15 Minutes,5 to 10 hours,0,no,yes,yes,yes,yes,yes,yes,no,Good,Moderate,2,2,2,Fair,3,11,11,11,Pass
323,1,F,17,Urban,Greater than 3,Living Together,3,1,services,services,course,father,Less than 15 Minutes,5 to 10 hours,0,no,yes,no,no,no,yes,yes,no,Good,High,3,2,3,Very Good,1,12,14,15,Pass
324,1,F,17,Urban,Less or Equal to 3,Living Together,0,2,at_home,at_home,home,father,15 Minutes to 30 Minutes to An Hour0 Minutes,5 to 10 hours,0,no,no,no,no,yes,yes,yes,no,Good,Moderate,3,2,3,Bad,0,16,15,15,Pass
325,1,M,18,Urban,Greater than 3,Living Together,4,4,other,other,course,mother,Less than 15 Minutes,5 to 10 hours,0,no,no,no,yes,yes,yes,yes,no,Very Good,Moderate,3,2,2,Fair,3,9,12,11,Pass
326,1,M,17,Urban,Greater than 3,Living Together,3,3,other,services,reputation,mother,Less than 15 Minutes,Less than 2 to 5 hours hours,0,no,no,no,yes,no,yes,yes,no,Very Good,Moderate,5,3,5,Very Good,3,14,15,16,Pass
327,1,M,17,Rural,Greater than 3,Living Together,2,2,services,other,course,mother,More than an Hour,Less than 2 to 5 hours hours,0,no,yes,no,no,yes,yes,yes,no,Very Good,High,5,5,5,Good,8,11,10,10,Pass
328,1,F,17,Urban,Greater than 3,Living Together,4,4,teacher,services,course,mother,Less than 15 Minutes,5 to 10 hours,0,no,yes,yes,yes,yes,yes,yes,no,Excellent,High,4,1,3,Good,7,10,9,9,Fail
329,1,F,17,Urban,Greater than 3,Living Together,4,4,teacher,teacher,course,mother,15 Minutes to 30 Minutes to An Hour0 Minutes,5 to 10 hours,0,no,yes,yes,no,no,yes,yes,yes,Very Good,Moderate,3,1,2,Good,4,14,14,14,Pass
330,1,M,18,Urban,Less or Equal to 3,Living Together,2,2,other,other,course,mother,Less than 15 Minutes,More than 10 hours,0,no,yes,no,yes,yes,yes,yes,no,Very Good,Very High,5,2,4,Very Good,2,9,8,8,Fail
331,1,F,17,Rural,Greater than 3,Living Together,2,4,at_home,other,course,father,Less than 15 Minutes,5 to 10 hours,0,no,yes,no,no,yes,yes,yes,yes,Very Good,High,3,1,1,Very Good,7,12,14,14,Pass
332,1,F,18,Urban,Greater than 3,Living Together,3,3,services,services,home,mother,Less than 15 Minutes,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,no,Excellent,Moderate,4,1,1,Good,0,7,0,0,Fail
333,1,F,18,Urban,Less or Equal to 3,Living Together,2,2,other,other,home,other,Less than 15 Minutes,2 to 5 hours,0,no,no,no,yes,no,yes,yes,yes,Very Good,Moderate,3,1,1,Bad,0,8,8,0,Fail
334,1,F,18,Rural,Greater than 3,Living Together,2,2,at_home,other,course,mother,15 Minutes to 30 Minutes to An Hour0 Minutes,More than 10 hours,0,no,no,no,yes,yes,yes,no,no,Very Good,High,4,1,1,Good,0,10,9,0,Fail
335,1,F,17,Urban,Greater than 3,Living Together,3,4,services,other,course,mother,Less than 15 Minutes,5 to 10 hours,0,no,no,no,no,yes,yes,yes,no,Very Good,High,5,1,3,Very Good,16,16,15,15,Pass
336,1,F,19,Rural,Greater than 3,Apart,3,1,services,at_home,home,other,Less than 15 Minutes,5 to 10 hours,1,no,no,yes,no,yes,yes,no,no,Excellent,High,3,1,2,Very Good,12,14,13,13,Pass
337,1,F,17,Urban,Greater than 3,Living Together,3,2,other,other,home,mother,Less than 15 Minutes,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,yes,Very Good,Moderate,2,2,3,Bad,0,7,8,0,Fail
338,1,F,18,Urban,Less or Equal to 3,Living Together,3,3,services,services,home,mother,Less than 15 Minutes,More than 10 hours,0,no,yes,no,no,yes,yes,yes,no,Excellent,Moderate,3,1,1,Very Bad,7,16,15,17,Pass
339,1,F,17,Rural,Greater than 3,Apart,3,2,other,other,home,mother,Less than 15 Minutes,2 to 5 hours,0,no,yes,yes,no,yes,yes,yes,no,Very Good,Moderate,3,2,3,Bad,4,9,10,10,Pass
340,1,F,19,Urban,Greater than 3,Living Together,2,1,services,services,home,other,Less than 15 Minutes,5 to 10 hours,1,no,no,yes,yes,yes,yes,yes,yes,Very Good,Moderate,4,1,3,Fair,4,11,12,11,Pass
341,1,M,18,Urban,Greater than 3,Living Together,4,4,teacher,services,home,father,Less than 15 Minutes,2 to 5 hours,1,no,yes,no,yes,yes,yes,yes,no,Very Good,Moderate,3,2,2,Bad,0,10,10,0,Fail
342,1,M,18,Urban,Less or Equal to 3,Living Together,3,4,services,other,home,mother,Less than 15 Minutes,2 to 5 hours,0,no,no,no,yes,yes,yes,yes,yes,Very Good,Moderate,3,1,3,Very Good,11,16,15,15,Pass
343,1,F,17,Urban,Greater than 3,Apart,2,2,at_home,at_home,home,father,Less than 15 Minutes,2 to 5 hours,1,no,yes,no,no,yes,yes,yes,yes,Good,Moderate,1,1,2,Good,0,9,8,0,Fail
344,1,F,18,Urban,Greater than 3,Living Together,2,3,at_home,other,course,mother,Less than 15 Minutes,5 to 10 hours,0,no,yes,no,no,yes,yes,yes,no,Very Good,Moderate,3,1,2,Fair,4,11,10,10,Pass
345,1,F,18,Urban,Greater than 3,Living Together,3,2,other,services,other,mother,Less than 15 Minutes,5 to 10 hours,0,no,no,no,no,yes,yes,yes,yes,Excellent,High,3,2,3,Very Bad,7,13,13,14,Pass
346,1,M,18,Rural,Greater than 3,Living Together,4,3,teacher,services,course,mother,Less than 15 Minutes,5 to 10 hours,0,no,no,no,no,yes,yes,yes,yes,Excellent,Moderate,2,1,2,Good,9,16,15,16,Pass
347,1,M,18,Urban,Greater than 3,Living Together,4,3,teacher,other,course,mother,Less than 15 Minutes,5 to 10 hours,0,no,yes,yes,no,yes,yes,yes,yes,Excellent,High,5,2,3,Very Good,0,10,10,9,Fail
348,1,F,17,Urban,Greater than 3,Living Together,4,3,health,other,reputation,mother,Less than 15 Minutes,5 to 10 hours,0,no,yes,yes,yes,yes,yes,yes,yes,Very Good,High,3,1,3,Good,0,13,15,15,Pass
349,2,M,18,Rural,Greater than 3,Living Together,3,2,other,other,course,mother,15 Minutes to 30 Minutes to An Hour0 Minutes,Less than 2 to 5 hours hours,1,no,yes,no,no,no,yes,yes,no,Bad,Very High,5,5,5,Very Good,10,11,13,13,Pass
350,2,M,19,Rural,Greater than 3,Living Together,1,1,other,services,home,other,30 Minutes to An Hour,2 to 5 hours,3,no,no,no,no,yes,yes,yes,no,Excellent,High,4,3,3,Bad,8,8,7,8,Fail
